date,sigma,VaR_0.95,ES_0.95,VaR_0.99,ES_0.99
2014-01-01,0.01080085873153815,0.015961300924776167,0.023911499947991723,0.028396434519719214,0.03798141131411166
2014-01-02,0.01028017384036665,0.015166306149595698,0.02273324411773353,0.02700197017054276,0.03612487698299046
2014-01-03,0.009908613937164154,0.014598999153135814,0.021892442647090678,0.026006882647581244,0.03480005706203697
2014-01-06,0.009445668873492744,0.013892162997421173,0.02084484604959228,0.024767053342251214,0.03314939767340882
2014-01-07,0.009117082632280268,0.01339046926789433,0.02010128951277757,0.023887055080788748,0.03197780301435792
2014-01-08,0.00885153676187392,0.012985027160540646,0.01950038678770846,0.023175887432886483,0.031030982714295725
2014-01-09,0.008527697935598856,0.012490581903429367,0.018767573157829412,0.022308603388781226,0.0298763152581747
2014-01-10,0.008162484654473933,0.011932965089030197,0.017941133433786352,0.02133051297553987,0.02857412461257267
2014-01-13,0.00789041978826401,0.011517569615079673,0.017325478898278287,0.020601886577835852,0.02760406042792889
2014-01-14,0.00758275987822364,0.011047826733805968,0.016629276475492068,0.0197779318530178,0.02650707990288524
2014-01-15,0.007337998878238367,0.010674119488876234,0.016075407753464017,0.019122428890793717,0.025634369349733153
2014-01-16,0.007127878885416462,0.010353303004114144,0.015599928032823007,0.01855969921684424,0.02488517345996742
2014-01-17,0.006892522698648677,0.009993955264321248,0.015067341426319884,0.017929383612588126,0.024045996352690367
2014-01-20,0.006641209955423896,0.009610244653186644,0.014498646789806516,0.017256334198513107,0.023149925151939168
2014-01-21,0.006419931664722205,0.009272391398845205,0.013997916999967157,0.016663721098225205,0.02236094365778593
2014-01-22,0.007937191661280617,0.011588982086046418,0.017431318789176448,0.02072714796062559,0.027770828447240537
2014-01-23,0.007773259431870665,0.011338686239029661,0.017060357180064042,0.0202881153451816,0.02718631789769865
2014-01-24,0.007461825225806904,0.010863180667750046,0.016355613917376215,0.019454052546676183,0.026075879885675734
2014-01-27,0.007308878804790479,0.010629658229030847,0.01600951205166955,0.019044441407467444,0.025530539918540825
2014-01-28,0.007411455927576024,0.010786275557573024,0.016241633426847635,0.01931915677407566,0.025896285023244228
2014-01-29,0.007159080592394099,0.010400942554338318,0.015670534255096315,0.018643261595456515,0.02499642508484794
2014-01-30,0.006948984781218642,0.01008016299072164,0.015195109255009706,0.018080596683216942,0.02424731541624509
2014-01-31,0.006693489816878097,0.00969006685930009,0.014616950686477899,0.01739634671705142,0.023336332246252214
2014-02-03,0.006475249912582197,0.009356852689669078,0.014123096449507273,0.016811870825262816,0.022558184307612507
2014-02-04,0.006528993025218883,0.009438909024455308,0.014244711531630982,0.016955802127776736,0.022749808714932707
2014-02-05,0.006504347534767221,0.009401279670362184,0.01418894134642567,0.016889798181079746,0.02266193368743213
2014-02-06,0.006392370269970039,0.009230309968797638,0.01393554842617635,0.016589907966622706,0.02226267179232839
2014-02-07,0.006180016260174445,0.008906082530785588,0.013455013357149447,0.01602119529397654,0.02150551037623707
2014-02-10,0.006168369132201437,0.008888299403136988,0.013428657116220152,0.01599000271473324,0.021463981817779768
2014-02-11,0.006427318895128039,0.009283670407849057,0.014014633535135962,0.01668350509736701,0.022387283286787796
2014-02-12,0.006212151988455913,0.008955148168205768,0.01352773317262564,0.016107259107586543,0.02162009231210983
2014-02-13,0.006036461137781527,0.00868689896278155,0.013130163024845157,0.015636735318830745,0.02099365566785266
2014-02-14,0.006161407193267054,0.008877669739838123,0.013412902971480359,0.015971357703499483,0.02143915859194394
2014-02-17,0.006062202891882971,0.008726202119761169,0.01318841394083171,0.01570567520740513,0.021085439491510545
2014-02-18,0.0058776428935687864,0.008444411276863892,0.012770773833094256,0.015211398645329069,0.020427379350278028
2014-02-19,0.005856498746046499,0.008412127861134194,0.012722926823287763,0.0151547717671279,0.02035198857854064
2014-02-20,0.006215401711183737,0.008960109926522956,0.013535086957641686,0.01611596230325343,0.0216316794004105
2014-02-21,0.006055535805577508,0.00871602264486495,0.0131733270169677,0.015687819851270383,0.021061667581043178
2014-02-24,0.006821471168208637,0.009885472002321233,0.014906559192363781,0.017739098033280956,0.02379265770627055
2014-02-25,0.006691853640435922,0.009687568703995689,0.014613248189122952,0.01739196481591263,0.023330498357487295
2014-02-26,0.007174616263429243,0.010424662807242285,0.015705689865110173,0.018684868217362326,0.02505181848519965
2014-02-27,0.00690047115213922,0.010006091162832784,0.015085327951040617,0.017950670642827685,0.024074337057471164
2014-02-28,0.006653111257035116,0.009628415859532731,0.014525578199280548,0.01728820748903303,0.02319235998229606
2014-03-03,0.007439010142434604,0.010828346025178653,0.016303985753284962,0.01939295067695498,0.02599453128834508
2014-03-04,0.00714442610991531,0.010378567722263973,0.01563737268326503,0.01860401491532657,0.02494417361704469
2014-03-05,0.007036998490013332,0.010214544532845142,0.015394275136886303,0.018316309263385837,0.024561133763497316
2014-03-06,0.00677383497989971,0.009812739873048374,0.0147987634457271,0.017611521897591673,0.023622807917081743
2014-03-07,0.006618890515049906,0.009576166770799175,0.01444814021434283,0.017196559727575278,0.02307034380051471
2014-03-10,0.00644815137251315,0.009315477957781926,0.014061775267792162,0.01673929728091434,0.02246156277928612
2014-03-11,0.0062753693016326245,0.009051669950436395,0.013670787386578592,0.01627656359667457,0.021845497570114808
2014-03-12,0.0061719749434574036,0.008893804846366444,0.013436816692591943,0.015999659563494476,0.021476838561852334
2014-03-13,0.006070152373008971,0.008738339587292341,0.013206402790984752,0.015726964989791013,0.021113783860389413
2014-03-14,0.006026007607129091,0.008670938249513729,0.013106507770684998,0.015608739354159965,0.020956382954803485
2014-03-17,0.005844514368048384,0.00839382981167312,0.012695807420578523,0.015122675986841621,0.0203092575341645
2014-03-18,0.005811781515684509,0.008343852470199881,0.012621736375321303,0.015035012994421039,0.020192546515274884
2014-03-19,0.005687799506344129,0.008154553623021477,0.012341177964986495,0.014702972455323704,0.01975048095761308
2014-03-20,0.005543630802226812,0.007934433223023053,0.012014939160966642,0.014316869225582875,0.019236438485466724
2014-03-21,0.005451360649705835,0.007793552835665854,0.011806141389012769,0.014069757315164109,0.018907443523643336
2014-03-24,0.005324874946014725,0.007600431285041992,0.011519917378396579,0.013731011544990315,0.018456450888212277
2014-03-25,0.005776534105019943,0.008290035837929404,0.012541975145792267,0.014940615675801072,0.020066869682527414
2014-03-26,0.005671188970381307,0.008129192239337613,0.012303590047277043,0.01465848720020375,0.019691255059577285
2014-03-27,0.00561559634612407,0.008044312023736126,0.012177789712446763,0.01450960265617663,0.01949303610365854
2014-03-28,0.005581567442624195,0.007992355838822341,0.012100785838076968,0.014418468664050648,0.01937170393391613
2014-03-31,0.005633490837060874,0.008071633782136423,0.012218283086910451,0.014557526515849017,0.01955684002292988
2014-04-01,0.005527331345595325,0.007909546803078819,0.011978055183475226,0.014273217082859054,0.01917832176011506
2014-04-02,0.009000511786610207,0.013212485971629367,0.019837501796103378,0.023574862637342736,0.031562162421239534
2014-04-03,0.00872718743299801,0.012795167480665691,0.019218997171414644,0.022842863162542595,0.03058760745600737
2014-04-04,0.009238783723761586,0.013576285552372499,0.020376686442894015,0.024212987014294116,0.032411735817673246
2014-04-07,0.0091096121209295,0.01337906310345114,0.020084384521479957,0.023867048044046574,0.031951166441972406
2014-04-08,0.008816701418029533,0.012931839682245292,0.01942155802259613,0.023082593684775204,0.0309067751313985
2014-04-09,0.010142716104417216,0.014956432224423662,0.022422191537674767,0.0266338398184814,0.035634762884818434
2014-04-10,0.01208107989615323,0.01791597476725034,0.026808507479425574,0.031825039427190754,0.04254611942036821
2014-04-11,0.011479541375505303,0.016997530638962054,0.02544728828314039,0.030214038155745006,0.04040129644968037
2014-04-14,0.01093001058893258,0.016158493225867168,0.024203757187531136,0.02874232060902219,0.038441910286227704
2014-04-15,0.011472234074413489,0.016986373668043245,0.025430752619707734,0.03019446821808404,0.040375241813613884
2014-04-16,0.011247323462080995,0.01664297449376592,0.0249218032632717,0.029592127270676352,0.039573309050999435
2014-04-17,0.01070587659201411,0.01581627980751812,0.023696565231117565,0.028142059542414267,0.037642746594125295
2014-04-18,0.011983280995887769,0.01776665294891506,0.02658719872554306,0.03156312078480032,0.04219741136494488
2014-04-21,0.011624935311844557,0.01721952175430355,0.02577629966042556,0.030603422722589944,0.04091970756344124
2014-04-22,0.011128900052947217,0.016462162657054868,0.024653823387886825,0.029274973412469627,0.039151063027746076
2014-04-23,0.01079872837067177,0.01595804823627543,0.023906679162610918,0.02839072912605518,0.03797381538007714
